bezirk,kategorie_raw,criticality,n,hilfsfrist_quote,kategorie_code,Hauptbeschwerde_Text_Original
Treptow-Köpenick,10.0,C,4125,0.11054545454545454,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Treptow-Köpenick,10.0,D,2919,0.1476533059266872,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Treptow-Köpenick,11.0,D,181,0.2265193370165746,11,Atemwegsverlegung (Durch Fremdkörper)
Treptow-Köpenick,12.0,A,966,0.14699792960662525,12,Krampfanfall
Treptow-Köpenick,12.0,B,126,0.14285714285714285,12,Krampfanfall
Treptow-Köpenick,12.0,C,562,0.1583629893238434,12,Krampfanfall
Treptow-Köpenick,12.0,D,862,0.25406032482598606,12,Krampfanfall
Treptow-Köpenick,13.0,C,953,0.13746065057712487,13,Blutzuckerentgleisungen
Treptow-Köpenick,13.0,D,115,0.21739130434782608,13,Blutzuckerentgleisungen
Treptow-Köpenick,15.0,C,101,0.0891089108910891,15,Stromunfall / Blitzschlag
Treptow-Köpenick,16.0,A,165,0.06060606060606061,16,Augenprobleme / Verletzungen
Treptow-Köpenick,16.0,B,94,0.09574468085106383,16,Augenprobleme / Verletzungen
Treptow-Köpenick,17.0,A,5954,0.09791736647631843,17,Sturz / Absturz
Treptow-Köpenick,17.0,B,11634,0.1181021144920062,17,Sturz / Absturz
Treptow-Köpenick,17.0,C,362,0.13535911602209943,17,Sturz / Absturz
Treptow-Köpenick,17.0,D,2281,0.15124945199473916,17,Sturz / Absturz
Treptow-Köpenick,18.0,B,201,0.04975124378109453,18,Kopfschmerzen
Treptow-Köpenick,18.0,C,810,0.10987654320987654,18,Kopfschmerzen
Treptow-Köpenick,19.0,A,138,0.07246376811594203,19,Herzbeschwerden / Implantierter Defibrillator
Treptow-Köpenick,19.0,C,5582,0.10999641705481907,19,Herzbeschwerden / Implantierter Defibrillator
Treptow-Köpenick,19.0,D,1508,0.16047745358090185,19,Herzbeschwerden / Implantierter Defibrillator
Treptow-Köpenick,20.0,B,130,0.11538461538461539,20,"Hitze-, Kälteprobleme"
Treptow-Köpenick,21.0,A,165,0.048484848484848485,21,Blutung / Wunden
Treptow-Köpenick,21.0,B,3949,0.0969865788807293,21,Blutung / Wunden
Treptow-Köpenick,21.0,C,133,0.10526315789473684,21,Blutung / Wunden
Treptow-Köpenick,21.0,D,1435,0.12264808362369338,21,Blutung / Wunden
Treptow-Köpenick,23.0,B,1433,0.1137473831123517,23,Überdosis / Vergiftung (Einnahme)
Treptow-Köpenick,23.0,C,3058,0.15173315892740352,23,Überdosis / Vergiftung (Einnahme)
Treptow-Köpenick,23.0,D,170,0.2,23,Überdosis / Vergiftung (Einnahme)
Treptow-Köpenick,23.0,O,48,0.0625,23,Überdosis / Vergiftung (Einnahme)
Treptow-Köpenick,24.0,A,30,0.06666666666666667,24,Schwangerschaft / Geburt / Fehlgeburt
Treptow-Köpenick,24.0,B,364,0.11263736263736264,24,Schwangerschaft / Geburt / Fehlgeburt
Treptow-Köpenick,24.0,C,407,0.09336609336609336,24,Schwangerschaft / Geburt / Fehlgeburt
Treptow-Köpenick,24.0,D,624,0.11698717948717949,24,Schwangerschaft / Geburt / Fehlgeburt
Treptow-Köpenick,24.0,O,85,0.011764705882352941,24,Schwangerschaft / Geburt / Fehlgeburt
Treptow-Köpenick,25.0,A,2415,0.07204968944099378,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Treptow-Köpenick,25.0,B,2586,0.12103634957463263,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Treptow-Köpenick,25.0,C,684,0.13304093567251463,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Treptow-Köpenick,25.0,D,417,0.13908872901678657,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Treptow-Köpenick,25.0,O,323,0.04953560371517028,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Treptow-Köpenick,26.0,A,550,0.06363636363636363,26,Kranke Person (Spezielle Krankheitsbilder)
Treptow-Köpenick,26.0,B,3934,0.05439755973563803,26,Kranke Person (Spezielle Krankheitsbilder)
Treptow-Köpenick,26.0,C,4783,0.11666318210328246,26,Kranke Person (Spezielle Krankheitsbilder)
Treptow-Köpenick,26.0,D,607,0.12520593080724876,26,Kranke Person (Spezielle Krankheitsbilder)
Treptow-Köpenick,27.0,D,35,0.2857142857142857,27,"Stich-, Schuss-, Pfählungsverletzung"
Treptow-Köpenick,28.0,C,3835,0.12464146023468058,28,Schlaganfall / Transitorische Ischämische Attacke (TIA)
Treptow-Köpenick,29.0,A,68,0.25,29,Verkehrsunfall
Treptow-Köpenick,29.0,B,612,0.19281045751633988,29,Verkehrsunfall
Treptow-Köpenick,29.0,D,783,0.2962962962962963,29,Verkehrsunfall
Treptow-Köpenick,30.0,A,3147,0.10613282491261519,30,Verletzungen
Treptow-Köpenick,30.0,B,3320,0.1286144578313253,30,Verletzungen
Treptow-Köpenick,30.0,D,529,0.14177693761814744,30,Verletzungen
Treptow-Köpenick,31.0,A,3069,0.12088628217660476,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Treptow-Köpenick,31.0,C,3604,0.13762486126526083,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Treptow-Köpenick,31.0,D,5181,0.19069677668403784,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Treptow-Köpenick,31.0,E,40,0.325,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Treptow-Köpenick,32.0,B,1676,0.13126491646778043,32,Unklares Geschehen (Person in Notlage)
Treptow-Köpenick,32.0,D,280,0.15357142857142858,32,Unklares Geschehen (Person in Notlage)
Treptow-Köpenick,33.0,A,232,0.1336206896551724,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Treptow-Köpenick,33.0,C,183,0.1912568306010929,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Treptow-Köpenick,34.0,B,39,0.20512820512820512,34,AUM (Automatische Unfallmeldung)
