bezirk,kategorie_raw,criticality,n,hilfsfrist_quote,kategorie_code,Hauptbeschwerde_Text_Original
Spandau,2.0,A,63,0.14285714285714285,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Spandau,2.0,B,166,0.16265060240963855,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Spandau,2.0,C,486,0.20987654320987653,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Spandau,2.0,D,154,0.2662337662337662,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Spandau,3.0,A,34,0.23529411764705882,03,Tierbiss / Tierangriff
Spandau,3.0,B,52,0.19230769230769232,03,Tierbiss / Tierangriff
Spandau,4.0,A,135,0.13333333333333333,04,Körperverletzung / Sexualdelikt / Elektroschocker
Spandau,4.0,B,1671,0.1980849790544584,04,Körperverletzung / Sexualdelikt / Elektroschocker
Spandau,4.0,D,204,0.23039215686274508,04,Körperverletzung / Sexualdelikt / Elektroschocker
Spandau,5.0,C,1722,0.13530778164924506,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Spandau,5.0,D,359,0.15041782729805014,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Spandau,6.0,C,5975,0.17841004184100417,06,Atembeschwerden
Spandau,6.0,D,5907,0.24327069578466226,06,Atembeschwerden
Spandau,6.0,E,98,0.23469387755102042,06,Atembeschwerden
Spandau,7.0,A,104,0.22115384615384615,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Spandau,7.0,C,38,0.23684210526315788,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Spandau,9.0,D,155,0.33548387096774196,09,"Kreislauf-, Atemstillstand / Tote Person"
Spandau,9.0,E,926,0.4222462203023758,09,"Kreislauf-, Atemstillstand / Tote Person"
Spandau,10.0,A,585,0.14871794871794872,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Spandau,10.0,C,3452,0.1775782155272306,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Spandau,10.0,D,2799,0.2379421221864952,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Spandau,11.0,D,199,0.2914572864321608,11,Atemwegsverlegung (Durch Fremdkörper)
Spandau,12.0,A,875,0.21371428571428572,12,Krampfanfall
Spandau,12.0,B,132,0.2878787878787879,12,Krampfanfall
Spandau,12.0,C,508,0.2106299212598425,12,Krampfanfall
Spandau,12.0,D,945,0.31851851851851853,12,Krampfanfall
Spandau,13.0,C,773,0.19016817593790428,13,Blutzuckerentgleisungen
Spandau,13.0,D,78,0.2692307692307692,13,Blutzuckerentgleisungen
Spandau,15.0,C,73,0.2054794520547945,15,Stromunfall / Blitzschlag
Spandau,16.0,A,197,0.1218274111675127,16,Augenprobleme / Verletzungen
Spandau,16.0,B,110,0.1,16,Augenprobleme / Verletzungen
Spandau,17.0,A,5217,0.1590952654782442,17,Sturz / Absturz
Spandau,17.0,B,9847,0.1871636031278562,17,Sturz / Absturz
Spandau,17.0,C,300,0.19,17,Sturz / Absturz
Spandau,17.0,D,1880,0.24414893617021277,17,Sturz / Absturz
Spandau,18.0,B,174,0.08620689655172414,18,Kopfschmerzen
Spandau,18.0,C,784,0.15178571428571427,18,Kopfschmerzen
Spandau,19.0,A,127,0.14960629921259844,19,Herzbeschwerden / Implantierter Defibrillator
Spandau,19.0,C,4578,0.1743119266055046,19,Herzbeschwerden / Implantierter Defibrillator
Spandau,19.0,D,1389,0.24046076313894887,19,Herzbeschwerden / Implantierter Defibrillator
Spandau,20.0,B,97,0.2268041237113402,20,"Hitze-, Kälteprobleme"
Spandau,21.0,A,155,0.0967741935483871,21,Blutung / Wunden
Spandau,21.0,B,3568,0.14826233183856502,21,Blutung / Wunden
Spandau,21.0,C,94,0.13829787234042554,21,Blutung / Wunden
Spandau,21.0,D,1349,0.17568569310600446,21,Blutung / Wunden
Spandau,23.0,B,1131,0.16357206012378425,23,Überdosis / Vergiftung (Einnahme)
Spandau,23.0,C,2515,0.22624254473161035,23,Überdosis / Vergiftung (Einnahme)
Spandau,23.0,D,169,0.26627218934911245,23,Überdosis / Vergiftung (Einnahme)
Spandau,23.0,O,34,0.2647058823529412,23,Überdosis / Vergiftung (Einnahme)
Spandau,24.0,A,30,0.06666666666666667,24,Schwangerschaft / Geburt / Fehlgeburt
Spandau,24.0,B,354,0.1977401129943503,24,Schwangerschaft / Geburt / Fehlgeburt
Spandau,24.0,C,423,0.1938534278959811,24,Schwangerschaft / Geburt / Fehlgeburt
Spandau,24.0,D,570,0.20701754385964913,24,Schwangerschaft / Geburt / Fehlgeburt
Spandau,24.0,O,66,0.06060606060606061,24,Schwangerschaft / Geburt / Fehlgeburt
Spandau,25.0,A,2295,0.12636165577342048,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Spandau,25.0,B,2240,0.18080357142857142,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Spandau,25.0,C,674,0.21364985163204747,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Spandau,25.0,D,349,0.18911174785100288,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Spandau,25.0,O,326,0.08588957055214724,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Spandau,26.0,A,516,0.08914728682170543,26,Kranke Person (Spezielle Krankheitsbilder)
Spandau,26.0,B,3666,0.09683578832515002,26,Kranke Person (Spezielle Krankheitsbilder)
Spandau,26.0,C,4353,0.18033540087296118,26,Kranke Person (Spezielle Krankheitsbilder)
Spandau,26.0,D,626,0.17252396166134185,26,Kranke Person (Spezielle Krankheitsbilder)
Spandau,27.0,D,50,0.32,27,"Stich-, Schuss-, Pfählungsverletzung"
Spandau,28.0,C,3878,0.18798349664775657,28,Schlaganfall / Transitorische Ischämische Attacke (TIA)
Spandau,29.0,A,55,0.3090909090909091,29,Verkehrsunfall
Spandau,29.0,B,728,0.30494505494505497,29,Verkehrsunfall
Spandau,29.0,D,664,0.3960843373493976,29,Verkehrsunfall
Spandau,30.0,A,2711,0.16746587974917004,30,Verletzungen
Spandau,30.0,B,2820,0.19858156028368795,30,Verletzungen
Spandau,30.0,D,391,0.21483375959079284,30,Verletzungen
Spandau,31.0,A,2580,0.18992248062015504,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Spandau,31.0,C,3236,0.2092088998763906,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Spandau,31.0,D,4962,0.26924627166465137,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Spandau,31.0,E,31,0.3225806451612903,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Spandau,32.0,B,1546,0.21992238033635186,32,Unklares Geschehen (Person in Notlage)
Spandau,32.0,D,305,0.2754098360655738,32,Unklares Geschehen (Person in Notlage)
Spandau,33.0,A,285,0.24210526315789474,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Spandau,33.0,C,227,0.2555066079295154,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Spandau,34.0,B,37,0.2972972972972973,34,AUM (Automatische Unfallmeldung)
Steglitz-Zehlendorf,1.0,A,967,0.06308169596690796,01,"Bauchschmerzen, -beschwerden"
Steglitz-Zehlendorf,1.0,C,3648,0.11650219298245613,01,"Bauchschmerzen, -beschwerden"
Steglitz-Zehlendorf,1.0,D,804,0.1417910447761194,01,"Bauchschmerzen, -beschwerden"
Steglitz-Zehlendorf,2.0,A,75,0.06666666666666667,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Steglitz-Zehlendorf,2.0,B,144,0.09027777777777778,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Steglitz-Zehlendorf,2.0,C,508,0.1673228346456693,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Steglitz-Zehlendorf,2.0,D,156,0.20512820512820512,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Steglitz-Zehlendorf,3.0,B,50,0.14,03,Tierbiss / Tierangriff
Steglitz-Zehlendorf,4.0,A,91,0.17582417582417584,04,Körperverletzung / Sexualdelikt / Elektroschocker
Steglitz-Zehlendorf,4.0,B,905,0.18453038674033148,04,Körperverletzung / Sexualdelikt / Elektroschocker
Steglitz-Zehlendorf,4.0,D,117,0.21367521367521367,04,Körperverletzung / Sexualdelikt / Elektroschocker
Steglitz-Zehlendorf,5.0,A,31,0.06451612903225806,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Steglitz-Zehlendorf,5.0,C,1450,0.10275862068965518,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Steglitz-Zehlendorf,5.0,D,340,0.1588235294117647,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Steglitz-Zehlendorf,6.0,C,5591,0.14755857628331245,06,Atembeschwerden
Steglitz-Zehlendorf,6.0,D,5156,0.1995733126454616,06,Atembeschwerden
Steglitz-Zehlendorf,6.0,E,84,0.17857142857142858,06,Atembeschwerden
Steglitz-Zehlendorf,7.0,A,98,0.10204081632653061,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Steglitz-Zehlendorf,7.0,C,36,0.25,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Steglitz-Zehlendorf,9.0,D,158,0.34177215189873417,09,"Kreislauf-, Atemstillstand / Tote Person"
Steglitz-Zehlendorf,9.0,E,1013,0.3711747285291214,09,"Kreislauf-, Atemstillstand / Tote Person"
Steglitz-Zehlendorf,10.0,A,385,0.16103896103896104,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Steglitz-Zehlendorf,10.0,C,3450,0.15942028985507245,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Steglitz-Zehlendorf,10.0,D,2563,0.18806086617245416,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Steglitz-Zehlendorf,11.0,D,220,0.2818181818181818,11,Atemwegsverlegung (Durch Fremdkörper)
Steglitz-Zehlendorf,12.0,A,900,0.18444444444444444,12,Krampfanfall
Steglitz-Zehlendorf,12.0,B,123,0.25203252032520324,12,Krampfanfall
Steglitz-Zehlendorf,12.0,C,516,0.20348837209302326,12,Krampfanfall
Steglitz-Zehlendorf,12.0,D,843,0.269276393831554,12,Krampfanfall
Steglitz-Zehlendorf,13.0,C,747,0.1499330655957162,13,Blutzuckerentgleisungen
Steglitz-Zehlendorf,13.0,D,99,0.31313131313131315,13,Blutzuckerentgleisungen
Steglitz-Zehlendorf,15.0,C,94,0.1595744680851064,15,Stromunfall / Blitzschlag
Steglitz-Zehlendorf,16.0,A,176,0.09090909090909091,16,Augenprobleme / Verletzungen
Steglitz-Zehlendorf,16.0,B,88,0.14772727272727273,16,Augenprobleme / Verletzungen
Steglitz-Zehlendorf,17.0,A,6622,0.1375717305949864,17,Sturz / Absturz
Steglitz-Zehlendorf,17.0,B,13375,0.15514018691588785,17,Sturz / Absturz
Steglitz-Zehlendorf,17.0,C,401,0.13466334164588528,17,Sturz / Absturz
Steglitz-Zehlendorf,17.0,D,2324,0.1703958691910499,17,Sturz / Absturz
Steglitz-Zehlendorf,18.0,B,175,0.10857142857142857,18,Kopfschmerzen
Steglitz-Zehlendorf,18.0,C,717,0.13668061366806136,18,Kopfschmerzen
Steglitz-Zehlendorf,19.0,A,88,0.18181818181818182,19,Herzbeschwerden / Implantierter Defibrillator
Steglitz-Zehlendorf,19.0,C,4981,0.1598072676169444,19,Herzbeschwerden / Implantierter Defibrillator
Steglitz-Zehlendorf,19.0,D,1286,0.2006220839813375,19,Herzbeschwerden / Implantierter Defibrillator
Steglitz-Zehlendorf,20.0,B,97,0.16494845360824742,20,"Hitze-, Kälteprobleme"
Steglitz-Zehlendorf,21.0,A,137,0.043795620437956206,21,Blutung / Wunden
Steglitz-Zehlendorf,21.0,B,3737,0.12737489965212737,21,Blutung / Wunden
Steglitz-Zehlendorf,21.0,C,119,0.14285714285714285,21,Blutung / Wunden
Steglitz-Zehlendorf,21.0,D,1362,0.1644640234948605,21,Blutung / Wunden
Steglitz-Zehlendorf,23.0,B,1021,0.15964740450538686,23,Überdosis / Vergiftung (Einnahme)
Steglitz-Zehlendorf,23.0,C,2245,0.17951002227171492,23,Überdosis / Vergiftung (Einnahme)
Steglitz-Zehlendorf,23.0,D,121,0.19008264462809918,23,Überdosis / Vergiftung (Einnahme)
Steglitz-Zehlendorf,24.0,B,197,0.16243654822335024,24,Schwangerschaft / Geburt / Fehlgeburt
Steglitz-Zehlendorf,24.0,C,237,0.14345991561181434,24,Schwangerschaft / Geburt / Fehlgeburt
Steglitz-Zehlendorf,24.0,D,355,0.19154929577464788,24,Schwangerschaft / Geburt / Fehlgeburt
Steglitz-Zehlendorf,24.0,O,51,0.0784313725490196,24,Schwangerschaft / Geburt / Fehlgeburt
Steglitz-Zehlendorf,25.0,A,2217,0.11502029769959404,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Steglitz-Zehlendorf,25.0,B,2067,0.1664247701983551,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Steglitz-Zehlendorf,25.0,C,610,0.1557377049180328,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Steglitz-Zehlendorf,25.0,D,335,0.19402985074626866,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Steglitz-Zehlendorf,25.0,O,291,0.09965635738831616,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Steglitz-Zehlendorf,26.0,A,505,0.06732673267326733,26,Kranke Person (Spezielle Krankheitsbilder)
Steglitz-Zehlendorf,26.0,B,3973,0.08029197080291971,26,Kranke Person (Spezielle Krankheitsbilder)
Steglitz-Zehlendorf,26.0,C,4732,0.16229923922231615,26,Kranke Person (Spezielle Krankheitsbilder)
Steglitz-Zehlendorf,26.0,D,642,0.1526479750778816,26,Kranke Person (Spezielle Krankheitsbilder)
Steglitz-Zehlendorf,28.0,C,4798,0.15089620675281368,28,Schlaganfall / Transitorische Ischämische Attacke (TIA)
Steglitz-Zehlendorf,29.0,A,64,0.3125,29,Verkehrsunfall
Steglitz-Zehlendorf,29.0,B,659,0.3156297420333839,29,Verkehrsunfall
Steglitz-Zehlendorf,29.0,D,617,0.3581847649918963,29,Verkehrsunfall
Steglitz-Zehlendorf,30.0,A,2613,0.14542671259089168,30,Verletzungen
Steglitz-Zehlendorf,30.0,B,2666,0.159039759939985,30,Verletzungen
Steglitz-Zehlendorf,30.0,D,389,0.17480719794344474,30,Verletzungen
Steglitz-Zehlendorf,31.0,A,3074,0.17176317501626545,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Steglitz-Zehlendorf,31.0,C,3492,0.16752577319587628,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Steglitz-Zehlendorf,31.0,D,5478,0.23311427528294998,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Steglitz-Zehlendorf,31.0,E,34,0.35294117647058826,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Steglitz-Zehlendorf,32.0,B,1427,0.1913104414856342,32,Unklares Geschehen (Person in Notlage)
Steglitz-Zehlendorf,32.0,D,279,0.24014336917562723,32,Unklares Geschehen (Person in Notlage)
Steglitz-Zehlendorf,33.0,A,351,0.1737891737891738,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Steglitz-Zehlendorf,33.0,C,249,0.18875502008032127,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Steglitz-Zehlendorf,34.0,B,43,0.2558139534883721,34,AUM (Automatische Unfallmeldung)
Tempelhof-Schöneberg,1.0,A,1319,0.0576194086429113,01,"Bauchschmerzen, -beschwerden"
Tempelhof-Schöneberg,1.0,C,5324,0.1684823441021788,01,"Bauchschmerzen, -beschwerden"
Tempelhof-Schöneberg,1.0,D,979,0.19918283963227784,01,"Bauchschmerzen, -beschwerden"
Tempelhof-Schöneberg,2.0,A,87,0.16091954022988506,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Tempelhof-Schöneberg,2.0,B,263,0.18250950570342206,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Tempelhof-Schöneberg,2.0,C,662,0.26586102719033233,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Tempelhof-Schöneberg,2.0,D,201,0.373134328358209,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Tempelhof-Schöneberg,3.0,A,45,0.1111111111111111,03,Tierbiss / Tierangriff
Tempelhof-Schöneberg,3.0,B,62,0.14516129032258066,03,Tierbiss / Tierangriff
Tempelhof-Schöneberg,4.0,A,181,0.16022099447513813,04,Körperverletzung / Sexualdelikt / Elektroschocker
Tempelhof-Schöneberg,4.0,B,2083,0.18626980316850697,04,Körperverletzung / Sexualdelikt / Elektroschocker
Tempelhof-Schöneberg,4.0,D,291,0.27835051546391754,04,Körperverletzung / Sexualdelikt / Elektroschocker
Tempelhof-Schöneberg,5.0,A,33,0.06060606060606061,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Tempelhof-Schöneberg,5.0,C,2178,0.13590449954086317,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Tempelhof-Schöneberg,5.0,D,413,0.19612590799031476,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Tempelhof-Schöneberg,6.0,C,7396,0.22579772850189292,06,Atembeschwerden
Tempelhof-Schöneberg,6.0,D,6790,0.30633284241531666,06,Atembeschwerden
Tempelhof-Schöneberg,6.0,E,84,0.39285714285714285,06,Atembeschwerden
Tempelhof-Schöneberg,7.0,A,157,0.17197452229299362,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Tempelhof-Schöneberg,7.0,B,39,0.15384615384615385,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Tempelhof-Schöneberg,7.0,C,36,0.25,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Tempelhof-Schöneberg,9.0,D,188,0.46808510638297873,09,"Kreislauf-, Atemstillstand / Tote Person"
Tempelhof-Schöneberg,9.0,E,1227,0.5224123879380603,09,"Kreislauf-, Atemstillstand / Tote Person"
Tempelhof-Schöneberg,10.0,A,668,0.19610778443113772,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Tempelhof-Schöneberg,10.0,C,4584,0.23102094240837695,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Tempelhof-Schöneberg,10.0,D,3541,0.2809940694719006,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
Tempelhof-Schöneberg,11.0,A,30,0.0,11,Atemwegsverlegung (Durch Fremdkörper)
Tempelhof-Schöneberg,11.0,D,238,0.3319327731092437,11,Atemwegsverlegung (Durch Fremdkörper)
Tempelhof-Schöneberg,12.0,A,1102,0.2731397459165154,12,Krampfanfall
Tempelhof-Schöneberg,12.0,B,166,0.3072289156626506,12,Krampfanfall
Tempelhof-Schöneberg,12.0,C,585,0.26324786324786326,12,Krampfanfall
Tempelhof-Schöneberg,12.0,D,1080,0.40555555555555556,12,Krampfanfall
Tempelhof-Schöneberg,13.0,C,999,0.1871871871871872,13,Blutzuckerentgleisungen
Tempelhof-Schöneberg,13.0,D,100,0.42,13,Blutzuckerentgleisungen
Tempelhof-Schöneberg,15.0,C,139,0.22302158273381295,15,Stromunfall / Blitzschlag
Tempelhof-Schöneberg,16.0,A,237,0.13924050632911392,16,Augenprobleme / Verletzungen
Tempelhof-Schöneberg,16.0,B,119,0.17647058823529413,16,Augenprobleme / Verletzungen
Tempelhof-Schöneberg,17.0,A,6793,0.17635801560429853,17,Sturz / Absturz
Tempelhof-Schöneberg,17.0,B,12902,0.18849790730119362,17,Sturz / Absturz
Tempelhof-Schöneberg,17.0,C,401,0.22443890274314215,17,Sturz / Absturz
Tempelhof-Schöneberg,17.0,D,2423,0.271151465125877,17,Sturz / Absturz
Tempelhof-Schöneberg,18.0,B,237,0.06329113924050633,18,Kopfschmerzen
Tempelhof-Schöneberg,18.0,C,941,0.17747077577045697,18,Kopfschmerzen
Tempelhof-Schöneberg,19.0,A,177,0.21468926553672316,19,Herzbeschwerden / Implantierter Defibrillator
Tempelhof-Schöneberg,19.0,C,6354,0.20679886685552407,19,Herzbeschwerden / Implantierter Defibrillator
Tempelhof-Schöneberg,19.0,D,1835,0.3188010899182561,19,Herzbeschwerden / Implantierter Defibrillator
Tempelhof-Schöneberg,20.0,B,110,0.20909090909090908,20,"Hitze-, Kälteprobleme"
Tempelhof-Schöneberg,21.0,A,210,0.047619047619047616,21,Blutung / Wunden
Tempelhof-Schöneberg,21.0,B,4601,0.16626820256465985,21,Blutung / Wunden
Tempelhof-Schöneberg,21.0,C,139,0.17985611510791366,21,Blutung / Wunden
Tempelhof-Schöneberg,21.0,D,1678,0.23837902264600716,21,Blutung / Wunden
Tempelhof-Schöneberg,23.0,B,1527,0.16699410609037327,23,Überdosis / Vergiftung (Einnahme)
Tempelhof-Schöneberg,23.0,C,4013,0.22202840767505608,23,Überdosis / Vergiftung (Einnahme)
Tempelhof-Schöneberg,23.0,D,281,0.36298932384341637,23,Überdosis / Vergiftung (Einnahme)
Tempelhof-Schöneberg,23.0,O,52,0.19230769230769232,23,Überdosis / Vergiftung (Einnahme)
Tempelhof-Schöneberg,24.0,A,35,0.05714285714285714,24,Schwangerschaft / Geburt / Fehlgeburt
Tempelhof-Schöneberg,24.0,B,363,0.24793388429752067,24,Schwangerschaft / Geburt / Fehlgeburt
Tempelhof-Schöneberg,24.0,C,369,0.1897018970189702,24,Schwangerschaft / Geburt / Fehlgeburt
Tempelhof-Schöneberg,24.0,D,660,0.25303030303030305,24,Schwangerschaft / Geburt / Fehlgeburt
Tempelhof-Schöneberg,24.0,O,90,0.05555555555555555,24,Schwangerschaft / Geburt / Fehlgeburt
Tempelhof-Schöneberg,25.0,A,3239,0.11392405063291139,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Tempelhof-Schöneberg,25.0,B,3124,0.19814340588988477,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Tempelhof-Schöneberg,25.0,C,929,0.24004305705059203,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Tempelhof-Schöneberg,25.0,D,508,0.2440944881889764,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Tempelhof-Schöneberg,25.0,O,419,0.09069212410501193,25,Psychiatrie / Abnormales Verhalten / Suizidversuch
Tempelhof-Schöneberg,26.0,A,650,0.06461538461538462,26,Kranke Person (Spezielle Krankheitsbilder)
Tempelhof-Schöneberg,26.0,B,4850,0.0779381443298969,26,Kranke Person (Spezielle Krankheitsbilder)
Tempelhof-Schöneberg,26.0,C,5416,0.21399556868537667,26,Kranke Person (Spezielle Krankheitsbilder)
Tempelhof-Schöneberg,26.0,D,774,0.22739018087855298,26,Kranke Person (Spezielle Krankheitsbilder)
Tempelhof-Schöneberg,27.0,D,58,0.39655172413793105,27,"Stich-, Schuss-, Pfählungsverletzung"
Tempelhof-Schöneberg,28.0,C,4868,0.21733771569433033,28,Schlaganfall / Transitorische Ischämische Attacke (TIA)
Tempelhof-Schöneberg,29.0,A,84,0.3333333333333333,29,Verkehrsunfall
Tempelhof-Schöneberg,29.0,B,1030,0.37475728155339805,29,Verkehrsunfall
Tempelhof-Schöneberg,29.0,D,882,0.4410430839002268,29,Verkehrsunfall
Tempelhof-Schöneberg,30.0,A,3847,0.14998700285937094,30,Verletzungen
Tempelhof-Schöneberg,30.0,B,3837,0.19546520719311963,30,Verletzungen
Tempelhof-Schöneberg,30.0,D,531,0.2617702448210923,30,Verletzungen
Tempelhof-Schöneberg,31.0,A,3665,0.23410641200545704,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Tempelhof-Schöneberg,31.0,C,4203,0.22079467047347132,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Tempelhof-Schöneberg,31.0,D,6573,0.3345504335919671,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Tempelhof-Schöneberg,31.0,E,47,0.5531914893617021,31,Bewusstlosigkeit / Ohnmacht (Beinahe-)
Tempelhof-Schöneberg,32.0,B,2178,0.21487603305785125,32,Unklares Geschehen (Person in Notlage)
Tempelhof-Schöneberg,32.0,D,469,0.3347547974413646,32,Unklares Geschehen (Person in Notlage)
Tempelhof-Schöneberg,33.0,A,393,0.24681933842239187,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Tempelhof-Schöneberg,33.0,C,314,0.2484076433121019,33,Anforderung von Rettungsmittel durch Versorgungseinrichtung / Palliative Medizin / Einweisung
Tempelhof-Schöneberg,34.0,B,70,0.3142857142857143,34,AUM (Automatische Unfallmeldung)
Treptow-Köpenick,1.0,A,1205,0.043153526970954356,01,"Bauchschmerzen, -beschwerden"
Treptow-Köpenick,1.0,C,4869,0.09057301293900184,01,"Bauchschmerzen, -beschwerden"
Treptow-Köpenick,1.0,D,945,0.10476190476190476,01,"Bauchschmerzen, -beschwerden"
Treptow-Köpenick,2.0,A,71,0.04225352112676056,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Treptow-Köpenick,2.0,B,182,0.07142857142857142,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Treptow-Köpenick,2.0,C,551,0.12522686025408347,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Treptow-Köpenick,2.0,D,144,0.1736111111111111,02,"Allergie (Überreaktion) / Kontakt mit giftigen Tieren (Stiche, Bisse)"
Treptow-Köpenick,3.0,A,50,0.16,03,Tierbiss / Tierangriff
Treptow-Köpenick,3.0,B,77,0.15584415584415584,03,Tierbiss / Tierangriff
Treptow-Köpenick,4.0,A,119,0.08403361344537816,04,Körperverletzung / Sexualdelikt / Elektroschocker
Treptow-Köpenick,4.0,B,1482,0.11538461538461539,04,Körperverletzung / Sexualdelikt / Elektroschocker
Treptow-Köpenick,4.0,D,221,0.14479638009049775,04,Körperverletzung / Sexualdelikt / Elektroschocker
Treptow-Köpenick,5.0,A,42,0.07142857142857142,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Treptow-Köpenick,5.0,C,1814,0.08489525909592062,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Treptow-Köpenick,5.0,D,405,0.07654320987654321,05,Rückenschmerzen (Nicht traumatische Rückenschmerzen oder ältere Verletzung)
Treptow-Köpenick,6.0,C,5924,0.1176569885212694,06,Atembeschwerden
Treptow-Köpenick,6.0,D,5345,0.15135640785781104,06,Atembeschwerden
Treptow-Köpenick,6.0,E,87,0.13793103448275862,06,Atembeschwerden
Treptow-Köpenick,7.0,A,131,0.12213740458015267,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Treptow-Köpenick,7.0,C,40,0.1,07,Verbrennungen (Verbrühungen) / Explosion (Detonation)
Treptow-Köpenick,9.0,D,172,0.2558139534883721,09,"Kreislauf-, Atemstillstand / Tote Person"
Treptow-Köpenick,9.0,E,1057,0.2857142857142857,09,"Kreislauf-, Atemstillstand / Tote Person"
Treptow-Köpenick,10.0,A,576,0.08680555555555555,10,Brustschmerzen / Andere Beschwerden in der Brust (Nicht Traumatisch)
